BINs,Type,Score,S_EUI,BBL
1047074,Mixed Use Property,,53.1,1015040031
1047075,Multifamily Housing,98,,1015040040
1047093,Multifamily Housing,83,106.5,1015040069
1047101,Multifamily Housing,27,114.3,1015050001
1047125,Multifamily Housing,,90.4,1015050040
1047127,Multifamily Housing,,121.6,1015050056
1047171,Multifamily Housing,22,165.4,1015057502
1047390,Multifamily Housing,,151,1015060003
1047412,Multifamily Housing,59,111.4,1015060065
1047413,Multifamily Housing,68,99.4,1015060069
1047418,Multifamily Housing,53,124.8,1015070001
1047427,Multifamily Housing,100,72.6,1015070021
1047431,Multifamily Housing,100,,1015070033
1047432,Multifamily Housing,83,109.5,1015070040
1047433,Multifamily Housing,84,108.8,1015070041
1047434,Multifamily Housing,39,114.4,1015070045
1047436,Multifamily Housing,55,133.4,1015070056
1047438,Multifamily Housing,86,98.7,1015070064
1047439,Multifamily Housing,,99.7,1015070069
1047460,Multifamily Housing,39,130.7,1015080001
1047470,Multifamily Housing,,139.6,1015080020
1047472,Multifamily Housing,95,102.9,1015080024
1047474,Multifamily Housing,59,107,1015080027
1047475,Multifamily Housing,72,,1015080031
1047479,Multifamily Housing,49,128.5,1015080038
1047495,Multifamily Housing,57,147.2,1015080072
1089377,Multifamily Housing,7,155.2,1015087501
1047502,Multifamily Housing,56,129.5,1015090001
1047504,Multifamily Housing,55,127.9,1015090006
1047509,Multifamily Housing,37,,1015090016
1047510,Multifamily Housing,58,133.4,1015090020
1047535,Multifamily Housing,75,110.5,1015090051
1047536,Multifamily Housing,,83.6,1015090056
1047539,Multifamily Housing,,104,1015090069
1047549,Multifamily Housing,,118.7,1015100001
1047561,Multifamily Housing,,195.1,1015100020
1047567,Multifamily Housing,100,,1015100030
1047593,Multifamily Housing,,118.2,1015100065
1047595,Multifamily Housing,70,128.5,1015100072
1047569,Multifamily Housing,41,146,1015107501
1047601,Multifamily Housing,65,109.2,1015110001
1047604,Multifamily Housing,,105.5,1015110008
1047619,Multifamily Housing,59,220.2,1015110033
1047627,Multifamily Housing,100,,1015110053
1047636,Multifamily Housing,,68.8,1015110069
1073038,Multifamily Housing,,,1015117501
1088732,Multifamily Housing,12,135.6,1015117502
1047642,Multifamily Housing,100,144.5,1015120001
1047650,Multifamily Housing,,130.9,1015120025
1047654,Multifamily Housing,24,142.5,1015120040
1047659,Multifamily Housing,100,47,1015120052
1047662,Multifamily Housing,27,139.4,1015120059
1047663,Multifamily Housing,69,117.8,1015120062
1047665,Multifamily Housing,58,123.5,1015120070
1047667,Multifamily Housing,11,274.6,1015120123
1047653,Multifamily Housing,38,157.5,1015127502
1047668,Multifamily Housing,45,115.2,1015130001
1047669,Multifamily Housing,85,114.4,1015130005
1047672,Multifamily Housing,,,1015130015
1047674,Multifamily Housing,,143.5,1015130020
1047699,Multifamily Housing,,121.9,1015130070
1047704,Multifamily Housing,49,151.9,1015137501
1048043,Multifamily Housing,2,262.5,1015137502
1047926,Multifamily Housing,84,113.1,1015140001
1047928,Multifamily Housing,61,116.6,1015140008
1047929;1047930,Worship Facility,23,,1015140013
1047938,Multifamily Housing,,75.1,1015140039
1047946,Multifamily Housing,67,116.9,1015140066
1047948,Multifamily Housing,,146.9,1015140069
1088463;1047933;1047939;1047940;1047941;1047932,Multifamily Housing,33,180.9,1015147502
1047951,Multifamily Housing,,96.9,1015150001
1047952,Multifamily Housing,42,129.3,1015150007
1047953,Multifamily Housing,74,96.2,1015150008
1047971,Multifamily Housing,76,105.7,1015150070
1047972,Multifamily Housing,65,114.5,1015157501
1047955,Multifamily Housing,,224.6,1015157502
1047961,Multifamily Housing,11,189.9,1015157503
1048040,Multifamily Housing,,139,1015160001
1048044,Multifamily Housing,1,410.8,1015160013
1048053,Office,49,183.6,1015160032
1048059,Multifamily Housing,51,,1015160042
1048063,Multifamily Housing,2,198.5,1015160052
1048067,Multifamily Housing,,109.1,1015160069
1073043,Multifamily Housing,9,163.2,1015167501
1048070,Multifamily Housing,98,,1015170001
1048094,Multifamily Housing,98,92.7,1015170043
1048099,Multifamily Housing,5,185.1,1015170058
1048100,K-12 School,62,,1015170062
1048101,Multifamily Housing,98,,1015170069
1073089,Multifamily Housing,,,1015177501
1048078,Multifamily Housing,90,77.2,1015177502
1048105,Multifamily Housing,92,,1015180001
1048108,Multifamily Housing,73,112.7,1015180009
1048122,Multifamily Housing,61,127.3,1015180033
1048133,Multifamily Housing,50,115.8,1015180049
1048134,Multifamily Housing,90,,1015180061
1048136,Multifamily Housing,89,93.2,1015180069
1048139,Multifamily Housing,59,,1015187501
1048245,Multifamily Housing,66,,1015190001
1048272,Multifamily Housing,80,130.3,1015190046
1048284,Multifamily Housing,53,118.3,1015190069
1048263,Multifamily Housing,11,185.3,1015197501
1048290,Multifamily Housing,64,110.7,1015200004
1048310;1048303,Other - Recreation,,214.9,1015200050
See Primary BBL,See Primary BBL,,,1015200020
1048335,Multifamily Housing,98,,1015210001
1048336,Multifamily Housing,,100.9,1015210007
1048344,Multifamily Housing,12,,1015210020
1048364,Multifamily Housing,55,134.8,1015210051
1048372,Multifamily Housing,1,315.9,1015210069
1048365,Multifamily Housing,,208.7,1015217501
1048384,Multifamily Housing,,143.5,1015220001
1048388,Multifamily Housing,89,97.8,1015220020
1048402,Multifamily Housing,85,80.9,1015220044
1048403,Multifamily Housing,,121.2,1015220050
1048406,Multifamily Housing,39,138.8,1015220059
1048412,Multifamily Housing,82,,1015230001
1048419,Multifamily Housing,51,110.8,1015230014
1087328,Multifamily Housing,,141,1015230034
1048480,Multifamily Housing,89,92.1,1015240001
1048493,Multifamily Housing,37,146.7,1015240044
1073155,Multifamily Housing,69,98.4,1015247501
1084726,Multifamily Housing,6,175.7,1015247502
1048509,Multifamily Housing,95,77.5,1015250001
1048511,Multifamily Housing,75,111.3,1015250009
1048512,Multifamily Housing,54,148.1,1015250013
1048513,Multifamily Housing,71,117.2,1015250015
1048515,Multifamily Housing,100,,1015250021
1048522,Multifamily Housing,69,,1015250036
1048532,Multifamily Housing,65,117.2,1015260021
1048523,Multifamily Housing,36,152.5,1015267501
1085215,Multifamily Housing,71,111.8,1015267502
1048569,Multifamily Housing,,,1015270028
1048579,Multifamily Housing,19,165.2,1015270045
1048582,Multifamily Housing,51,118.6,1015277501
1048692,Multifamily Housing,13,176.1,1015290001
1048721,Multifamily Housing,66,,1015290045
1073220,Multifamily Housing,52,130.2,1015300019
1048745,Multifamily Housing,26,152.7,1015300034
1048772,Multifamily Housing,,96.2,1015310028
1048773,Multifamily Housing,3,263.6,1015310029
1048779,Multifamily Housing,65,,1015310035
1048782,Office,93,127.9,1015310040
1087920,Multifamily Housing,51,136.9,1015317501
1048787,Multifamily Housing,11,219.6,1015320001
1077854,Multifamily Housing,5,201.4,1015320004
1048793,Multifamily Housing,3,258,1015320015
1076327,Multifamily Housing,64,112.7,1015320016
1048799,Multifamily Housing,40,141.6,1015320022
1048792,Multifamily Housing,17,193.6,1015327501
1048809,Multifamily Housing,56,143.6,1015330001
1048813,Multifamily Housing,65,104.5,1015330022
1048819,Multifamily Housing,24,179.6,1015330032
1048824,Multifamily Housing,88,,1015330122
1048836;1085223;1085224;1085225;1085226;1085227;1085228;1085229;1085230;1085219;1085220;1085221;1085222,Multifamily Housing,,,1015340012
1073221,Multifamily Housing,12,188.7,1015347501
1048876,Multifamily Housing,40,142.8,1015350003
1086170;1086171,Multifamily Housing,,118.7,1015367501
1048914,Multifamily Housing,,182.3,1015370022
1086172;1086173,Multifamily Housing,32,144.3,1015377501
1078601,Multifamily Housing,18,180.7,1015380021
1048917,Multifamily Housing,75,115.2,1015390010
1048918;1083288;1083289;1083287,Multifamily Housing,81,95,1015397501
1048916;1089344;1089343,Multifamily Housing,42,,1015397502
1049245,Multifamily Housing,38,184,1015410001
1083230,Multifamily Housing,16,174.9,1015410021
1049251,Multifamily Housing,,127.7,1015420019
1049253,Multifamily Housing,,202.3,1015420033
1049261,Multifamily Housing,11,157.2,1015427501
1049812,Multifamily Housing,56,136.1,1015430009
1076841,Multifamily Housing,51,128.5,1015437501
1049854,Multifamily Housing,82,115.7,1015440019
1087342,Multifamily Housing,18,187.5,1015447501
1049916,Multifamily Housing,13,170.2,1015460001
1049931,Multifamily Housing,,39934.4,1015460023
1049937,Multifamily Housing,91,,1015460035
1049968,Multifamily Housing,,117,1015470023
1078565,Multifamily Housing,11,166.4,1015470049
1050007,Multifamily Housing,31,140.8,1015480036
1088093,Multifamily Housing,5,188.7,1015487502
1050025,Multifamily Housing,7,163.9,1015490001
1050030,Multifamily Housing,91,80.6,1015490018
1050044,Multifamily Housing,53,126.5,1015500001
1050047,Multifamily Housing,95,90.1,1015500007
1050054,Multifamily Housing,2,202.2,1015507501
1078637,Multifamily Housing,100,,1015510005
1050118,Multifamily Housing,9,183.8,1015520023
1087664,Multifamily Housing,40,166.7,1015530027
1050233,Multifamily Housing,84,102.9,1015547501
1078668,Multifamily Housing,,124.6,1015550023
1073539,Multifamily Housing,,,1015557501
1050287,Multifamily Housing,95,102.3,1015560017
1050288,Multifamily Housing,74,101.1,1015560023
1050296,Urgent Care/Clinic/Other Outpatient,,271.7,1016040013
1050309,Office,70,161.5,1015570008
1087329,Multifamily Housing,,161.8,1015570025
1050324;1050304,Multifamily Housing,4,212.3,1015577502
1050339,Multifamily Housing,54,121.7,1015580040
1050342,Multifamily Housing,75,98.2,1015580050
1050349,Multifamily Housing,,123.6,1015590010
1050350,Multifamily Housing,46,152.5,1015590019
1050352,Multifamily Housing,55,128.3,1015590033
1050368,Multifamily Housing,1,237.3,1015600021
1050374,Multifamily Housing,75,100.2,1015600031
1050385,Multifamily Housing,37,122.9,1015610001
1050396,Multifamily Housing,1,210.7,1015610021
1087459;1050426;1050447,Multifamily Housing,,206.1,1015627501
1085139;1085138,Multifamily Housing,,,1015630004
1050470,Multifamily Housing,42,,1015630032
1050520,Multifamily Housing,70,105.7,1015640047
1073786,Multifamily Housing,,152.7,1015647502
1050529,Multifamily Housing,12,153.6,1015650001
1050534,Multifamily Housing,41,140.9,1015650009
1050542,Multifamily Housing,48,131.5,1015650028
1050543,Multifamily Housing,2,190.5,1015650029
1050544,Multifamily Housing,,,1015650035
1085655,Multifamily Housing,96,,1015657501
1050547,Multifamily Housing,2,,1015660001
1050548,Multifamily Housing,,121.7,1015660010
1050550,Multifamily Housing,80,121.6,1015660017
1073878,Multifamily Housing,94,,1015667501
1050614,Multifamily Housing,,,1015680001
1050621,Multifamily Housing,,212.1,1015680021
1050634,Multifamily Housing,,127.8,1015690016
1050638,Multifamily Housing,87,98.1,1015697501
1076331,Multifamily Housing,5,,1015697502
1087460,Multifamily Housing,7,206.1,1015697503
1050730,Multifamily Housing,78,,1015700012
1050733,Multifamily Housing,,207,1015700021
1050756,Multifamily Housing,,217,1015710022
1050760,Other,,464.9,1015710038
1086205,Multifamily Housing,,137.2,1015710049
1082365;1082366;1082367;1082368,Multifamily Housing,2,,1015730001
1076333;1085246,Multifamily Housing,11,,1015730020
1050763,Multifamily Housing,,208.2,1015730022
1050764,Multifamily Housing,73,102.3,1015760001
1050765,Multifamily Housing,71,109.6,1015760005
1050766,Multifamily Housing,15,169.5,1015760014
1050767,Multifamily Housing,87,103.4,1015760023
1050768,Multifamily Housing,,117.8,1015760027
1050774,Multifamily Housing,18,159.4,1015767501
1050869,Multifamily Housing,,202.9,1015770001
1050870,Multifamily Housing,25,150.8,1015770008
1050872,Multifamily Housing,44,,1015770027
1051044,Multifamily Housing,58,116.7,1015777502
1051129,Multifamily Housing,51,,1015780001
1074035,Multifamily Housing,4,186.8,1015787501
1051163˜,Multifamily Housing,1,279.1,1015790015
1051164,Multifamily Housing,,141,1015790023
1051175,Multifamily Housing,68,108.3,1015790049
1051198,Multifamily Housing,,137.4,1015800023
1082303,Multifamily Housing,,207.9,1015807501
1081314,K-12 School,4,228.1,1015810023
1051221,Multifamily Housing,78,97,1015810030
1051229,Multifamily Housing,86,113.1,1015810045
1051230,Multifamily Housing,,262.3,1015810049
1051237,Multifamily Housing,88,92.7,1015820005
1051245,Multifamily Housing,85,120.2,1015820023
1051246,Multifamily Housing,92,,1015820030
1051247,Multifamily Housing,100,65.6,1015820031
1051248,Multifamily Housing,53,122.8,1015820034
1051249,Multifamily Housing,69,110.9,1015820040
1051251,Multifamily Housing,68,117.5,1015820046
1051264,Multifamily Housing,75,104.8,1015830012
1051265,Multifamily Housing,49,100.5,1015830015
1051311,Multifamily Housing,82,125.2,1015837501
1087742,Multifamily Housing,10,194.1,1015847501
1051339,Multifamily Housing,82,96.3,1015850001
1051349,Multifamily Housing,34,123,1015850023
1051368,Multifamily Housing,14,157.9,1015860001
1051369,Multifamily Housing,72,108.7,1015860005
1051370,Multifamily Housing,85,97.6,1015860013
1051371,Multifamily Housing,66,125.9,1015860021
1051372,Multifamily Housing,63,116.6,1015860035
1051373,Multifamily Housing,89,92.7,1015860043
1051376,Multifamily Housing,48,136.1,1015890002
1051377,Multifamily Housing,80,119.5,1015890019
1051378,Multifamily Housing,73,114,1015890023
1051379,Multifamily Housing,,121.1,1015890034
1051380,Multifamily Housing,62,105.3,1015890041
1051381,Multifamily Housing,70,,1015900007
1051382,Multifamily Housing,49,116.6,1015900008
1051383,K-12 School,81,,1015900019
1051385,Multifamily Housing,81,116,1015900030
1051386,Multifamily Housing,22,170.7,1015900036
1051388,Multifamily Housing,97,83.3,1015900042
1051389,Multifamily Housing,75,,1015900044
1051391,Residence Hall/Dormitory,,,1015940002
1051392,Multifamily Housing,56,113.5,1015940007
1078798; 1051402; 1051403,Multifamily Housing,88,107.6,1015940042
See Primary BBL,See Primary BBL,,,1015940054
See Primary BBL,See Primary BBL,,,1015940058
1051401; 1051404; 1051405,Multifamily Housing,91,91.5,1015940050
See Primary BBL,See Primary BBL,,,1015940061
See Primary BBL,See Primary BBL,,,1015940065
1051407,Multifamily Housing,92,94.4,1015950001
1084511;1800293;1800291;1800287;1800286;1800284;1800283;1800282;1807019,Multifamily Housing,68,157.5,1015950031
1083309;1083310;1083311;1083312;1083313;1083314;1083315;1083316;1083317;1083318,Multifamily Housing,11,,1015960001
1086518,Multifamily Housing,30,154,1015997501
1087782,Multifamily Housing,62,142.3,1015997502
1051430,Multifamily Housing,45,146.6,1016000021
1085936,Multifamily Housing,,156.1,1016007501
1089333,Multifamily Housing,100,73.3,1016007502
1051436,Multifamily Housing,5,202,1016010027
1051437,Multifamily Housing,40,111.7,1016020001
1051439,Multifamily Housing,91,75.8,1016020009
1051441,Multifamily Housing,60,114.2,1016020013
1051443,Multifamily Housing,71,106.3,1016020020
1051456,Multifamily Housing,,100.1,1016020060
1051458,Multifamily Housing,,114.2,1016020069
1051446,Multifamily Housing,58,110.7,1016027501
1051459,Multifamily Housing,75,,1016030001
1051470;1802773;1802772;1802771,Multifamily Housing,100,47.5,1016030039
1051478,Multifamily Housing,81,105.3,1016030060
1051479,K-12 School,46,147.1,1016030063
1051480,Multifamily Housing,84,99.6,1016030069
1051482,Multifamily Housing,100,50.6,1016040001
1083921;1087283;1083922;1083920;1083919;1083923;1084456,Other - Specialty Hospital,,585.6,1016040006
1051485,Outpatient Rehabilitation/Physical Therapy,,681.7,1016040023
1078911;1078912;1082319;1082320;1074265;1079202;1079203;1080680;1080681;1080682;1080683;1082342;1082343;1082344;1082345;1083456;1083457;1083461;1083462;1083464;1813126;1078838;1078839;1078840;1078841;1079192;1079193;1082312;1082313;1082314;1082315;1082659,Multifamily Housing,25,,1016050024
See Primary BBL,See Primary BBL,,,1016080023
See Primary BBL,See Primary BBL,,,1016100023
See Primary BBL,See Primary BBL,,,1016260001
See Primary BBL,See Primary BBL,,,1016260021
See Primary BBL,See Primary BBL,,,1016470001
See Primary BBL,See Primary BBL,,,1016490001
See Primary BBL,See Primary BBL,,,1016520001
1051487,Multifamily Housing,78,125.7,1016070003
1051486,Multifamily Housing,77,127.4,1016077501
1051490,Multifamily Housing,,84.2,1016077502
1051489,Other - Specialty Hospital,,495.4,1016077503
1051491,Multifamily Housing,86,118.2,1016080001
1051492,Outpatient Rehabilitation/Physical Therapy,,468.6,1016080005
1051496,Office,97,101.2,1016080069
